user_id,n_posts,w0,w1,w2,assignment_type
user_0635,100,0.45,0.46,0.09,hard
user_0636,100,0.45,0.09,0.46,hard
user_0637,100,0.06,0.39,0.55,hard
user_0638,100,0.81,0.1,0.09,hard
user_0639,100,0.1,0.81,0.09,hard
user_0640,100,0.11,0.09,0.8,hard
user_0641,100,0.34,0.33,0.33,hard
user_0642,100,0.44,0.49,0.07,hard
user_0643,100,0.43,0.11,0.46,hard
user_0644,100,0.08,0.49,0.43,hard
user_0645,100,0.81,0.1,0.09,hard
user_0646,100,0.11,0.77,0.12,hard
user_0647,100,0.11,0.07,0.82,hard
user_0648,100,0.36,0.33,0.31,hard
user_0649,100,0.43,0.46,0.11,hard
user_0650,100,0.42,0.08,0.5,hard
user_0651,100,0.12,0.44,0.44,hard
user_0652,100,0.77,0.09,0.14,hard
user_0653,100,0.17,0.69,0.14,hard
user_0654,100,0.06,0.14,0.8,hard
user_0655,100,0.38,0.32,0.3,hard
user_0656,100,0.53,0.4,0.07,hard
user_0657,100,0.44,0.12,0.44,hard
user_0658,100,0.07,0.49,0.44,hard
user_0659,100,0.85,0.08,0.07,hard
user_0660,100,0.04,0.81,0.15,hard
user_0661,100,0.13,0.13,0.74,hard
user_0662,100,0.28,0.33,0.39,hard
user_0663,100,0.45,0.45,0.1,hard
user_0664,100,0.46,0.13,0.41,hard
user_0665,100,0.1,0.39,0.51,hard
user_0666,100,0.83,0.13,0.04,hard
user_0667,100,0.1,0.78,0.12,hard
user_0668,100,0.13,0.12,0.75,hard
user_0669,100,0.35,0.29,0.36,hard
user_0670,100,0.53,0.38,0.09,hard
user_0671,100,0.43,0.07,0.5,hard
user_0672,100,0.07,0.42,0.51,hard
user_0673,100,0.85,0.08,0.07,hard
user_0674,100,0.08,0.8,0.12,hard
user_0675,100,0.11,0.06,0.83,hard
user_0676,100,0.38,0.35,0.27,hard
user_0677,100,0.38,0.52,0.1,hard
user_0678,100,0.45,0.04,0.51,hard
user_0679,100,0.08,0.43,0.49,hard
user_0680,100,0.87,0.09,0.04,hard
user_0681,100,0.13,0.65,0.22,hard
user_0682,100,0.09,0.08,0.83,hard
user_0683,100,0.37,0.32,0.31,hard
user_0684,100,0.47,0.43,0.1,hard
user_0685,100,0.35,0.08,0.57,hard
user_0686,100,0.11,0.37,0.52,hard
user_0687,100,0.84,0.09,0.07,hard
user_0688,100,0.08,0.85,0.07,hard
user_0689,100,0.12,0.13,0.75,hard
user_0690,100,0.36,0.24,0.4,hard
user_0691,100,0.43,0.46,0.11,hard
user_0692,100,0.45,0.13,0.42,hard
user_0693,100,0.1,0.39,0.51,hard
user_0694,100,0.83,0.08,0.09,hard
user_0695,100,0.12,0.78,0.1,hard
user_0696,100,0.13,0.07,0.8,hard
user_0697,100,0.35,0.32,0.33,hard
user_0698,100,0.47,0.46,0.07,hard
user_0699,100,0.47,0.09,0.44,hard
user_0700,100,0.09,0.43,0.48,hard
user_0701,100,0.7,0.16,0.14,hard
user_0702,100,0.1,0.82,0.08,hard
user_0703,100,0.16,0.08,0.76,hard
user_0704,100,0.27,0.38,0.35,hard
user_0705,100,0.5,0.4,0.1,hard
user_0706,100,0.49,0.09,0.42,hard
user_0707,100,0.16,0.37,0.47,hard
user_0708,100,0.8,0.09,0.11,hard
user_0709,100,0.08,0.81,0.11,hard
user_0710,100,0.07,0.14,0.79,hard
user_0711,100,0.33,0.34,0.33,hard
user_0712,100,0.37,0.53,0.1,hard
user_0713,100,0.44,0.09,0.47,hard
user_0714,100,0.15,0.44,0.41,hard
user_0715,100,0.77,0.09,0.14,hard
user_0716,100,0.12,0.73,0.15,hard
user_0717,100,0.14,0.06,0.8,hard
user_0718,100,0.3,0.37,0.33,hard
user_0719,100,0.47,0.46,0.07,hard
user_0720,100,0.43,0.13,0.44,hard
user_0721,100,0.1,0.43,0.47,hard
user_0722,100,0.84,0.06,0.1,hard
user_0723,100,0.1,0.78,0.12,hard
user_0724,100,0.14,0.12,0.74,hard
user_0725,100,0.41,0.31,0.28,hard
user_0726,100,0.53,0.39,0.08,hard
user_0727,100,0.44,0.12,0.44,hard
user_0728,100,0.07,0.39,0.54,hard
user_0729,100,0.71,0.16,0.13,hard
user_0730,100,0.07,0.78,0.15,hard
user_0731,100,0.09,0.09,0.82,hard
user_0732,100,0.24,0.44,0.32,hard
user_0733,100,0.47,0.45,0.08,hard
user_0734,100,0.39,0.15,0.46,hard
user_0735,100,0.06,0.46,0.48,hard
user_0736,100,0.83,0.08,0.09,hard
user_0737,100,0.07,0.88,0.05,hard
user_0738,100,0.13,0.15,0.72,hard
user_0739,100,0.32,0.34,0.34,hard
user_0740,100,0.42,0.48,0.1,hard
user_0741,100,0.54,0.07,0.39,hard
user_0742,100,0.08,0.34,0.58,hard
user_0743,100,0.82,0.1,0.08,hard
user_0744,100,0.1,0.84,0.06,hard
user_0745,100,0.13,0.1,0.77,hard
user_0746,100,0.49,0.2,0.31,hard
user_0747,100,0.56,0.35,0.09,hard
user_0748,100,0.46,0.13,0.41,hard
user_0749,100,0.03,0.51,0.46,hard
user_0750,100,0.8,0.09,0.11,hard
user_0751,100,0.12,0.79,0.09,hard
user_0752,100,0.12,0.16,0.72,hard
user_0753,100,0.31,0.29,0.4,hard
user_0754,100,0.49,0.45,0.06,hard
user_0755,100,0.34,0.1,0.56,hard
user_0756,100,0.08,0.53,0.39,hard
user_0757,100,0.81,0.09,0.1,hard
user_0758,100,0.1,0.81,0.09,hard
user_0759,100,0.08,0.16,0.76,hard
user_0760,100,0.35,0.31,0.34,hard
user_0761,100,0.44,0.47,0.09,hard
user_0762,100,0.42,0.15,0.43,hard
user_0763,100,0.07,0.47,0.46,hard
user_0764,100,0.88,0.03,0.09,hard
user_0765,100,0.17,0.73,0.1,hard
user_0766,100,0.06,0.1,0.84,hard
user_0767,100,0.33,0.34,0.33,hard
user_0768,100,0.47,0.4,0.13,hard
user_0769,100,0.41,0.13,0.46,hard
user_0770,100,0.09,0.49,0.42,hard
user_0771,100,0.84,0.12,0.04,hard
user_0772,100,0.08,0.87,0.05,hard
user_0773,100,0.07,0.11,0.82,hard
user_0774,100,0.36,0.3,0.34,hard
user_0775,100,0.34,0.53,0.13,hard
user_0776,100,0.45,0.07,0.48,hard
user_0777,100,0.13,0.53,0.34,hard
user_0778,100,0.85,0.06,0.09,hard
user_0779,100,0.09,0.86,0.05,hard
user_0780,100,0.11,0.08,0.81,hard
user_0781,100,0.35,0.28,0.37,hard
user_0782,100,0.47,0.44,0.09,hard
user_0783,100,0.5,0.06,0.44,hard
user_0784,100,0.08,0.5,0.42,hard
user_0785,100,0.68,0.18,0.14,hard
user_0786,100,0.14,0.73,0.13,hard
user_0787,100,0.16,0.09,0.75,hard
user_0788,100,0.29,0.34,0.37,hard
user_0789,100,0.47,0.42,0.11,hard
user_0790,100,0.5,0.13,0.37,hard
user_0791,100,0.1,0.42,0.48,hard
user_0792,100,0.79,0.1,0.11,hard
user_0793,100,0.08,0.81,0.11,hard
user_0794,100,0.09,0.15,0.76,hard
user_0795,100,0.35,0.25,0.4,hard
user_0796,100,0.53,0.38,0.09,hard
user_0797,100,0.49,0.07,0.44,hard
user_0798,100,0.07,0.51,0.42,hard
user_0799,100,0.68,0.16,0.16,hard
user_0800,100,0.2,0.68,0.12,hard
user_0801,100,0.1,0.1,0.8,hard
user_0802,100,0.28,0.34,0.38,hard
user_0803,100,0.47,0.43,0.1,hard
user_0804,100,0.42,0.08,0.5,hard
user_0805,100,0.09,0.54,0.37,hard
user_0806,100,0.76,0.11,0.13,hard
user_0807,100,0.02,0.91,0.07,hard
user_0808,100,0.11,0.09,0.8,hard
user_0809,100,0.34,0.26,0.4,hard
user_0810,100,0.45,0.47,0.08,hard
user_0811,100,0.47,0.11,0.42,hard
user_0812,100,0.08,0.42,0.5,hard
user_0813,100,0.77,0.11,0.12,hard
user_0814,100,0.08,0.83,0.09,hard
user_0815,100,0.02,0.1,0.88,hard
user_0816,100,0.35,0.37,0.28,hard
user_0817,100,0.5,0.48,0.02,hard
user_0818,100,0.52,0.07,0.41,hard
user_0819,100,0.08,0.49,0.43,hard
user_0820,100,0.8,0.11,0.09,hard
user_0821,100,0.11,0.77,0.12,hard
user_0822,100,0.08,0.08,0.84,hard
user_0823,100,0.32,0.29,0.39,hard
user_0824,100,0.44,0.5,0.06,hard
user_0825,100,0.38,0.09,0.53,hard
user_0826,100,0.03,0.48,0.49,hard
user_0827,100,0.87,0.06,0.07,hard
user_0828,100,0.1,0.81,0.09,hard
user_0829,100,0.05,0.13,0.82,hard
user_0830,100,0.38,0.33,0.29,hard
user_0831,100,0.43,0.47,0.1,hard
user_0832,100,0.37,0.08,0.55,hard
user_0833,100,0.09,0.43,0.48,hard
user_0834,100,0.76,0.12,0.12,hard
user_0835,100,0.08,0.78,0.14,hard
user_0836,100,0.11,0.13,0.76,hard
user_0837,100,0.3,0.34,0.36,hard
user_0838,100,0.5,0.41,0.09,hard
user_0839,100,0.52,0.12,0.36,hard
user_0840,100,0.18,0.41,0.41,hard
user_0841,100,0.83,0.07,0.1,hard
user_0842,100,0.07,0.86,0.07,hard
user_0843,100,0.11,0.06,0.83,hard
user_0844,100,0.3,0.33,0.37,hard
user_0845,100,0.39,0.53,0.08,hard
user_0846,100,0.41,0.13,0.46,hard
user_0847,100,0.16,0.45,0.39,hard
user_0848,100,0.81,0.09,0.1,hard
user_0849,100,0.09,0.84,0.07,hard
user_0850,100,0.1,0.07,0.83,hard
user_0851,100,0.33,0.32,0.35,hard
user_0852,100,0.38,0.5,0.12,hard
user_0853,100,0.47,0.14,0.39,hard
user_0854,100,0.09,0.46,0.45,hard
user_0855,100,0.77,0.06,0.17,hard
user_0856,100,0.11,0.8,0.09,hard
user_0857,100,0.15,0.1,0.75,hard
user_0858,100,0.3,0.26,0.44,hard
user_0859,100,0.37,0.51,0.12,hard
user_0860,100,0.5,0.05,0.45,hard
user_0861,100,0.13,0.53,0.34,hard
user_0862,100,0.83,0.08,0.09,hard
user_0863,100,0.1,0.81,0.09,hard
user_0864,100,0.1,0.14,0.76,hard
user_0865,100,0.41,0.3,0.29,hard
user_0866,100,0.43,0.47,0.1,hard
user_0867,100,0.52,0.07,0.41,hard
user_0868,100,0.11,0.43,0.46,hard
user_0869,100,0.83,0.1,0.07,hard
user_0870,100,0.12,0.79,0.09,hard
user_0871,100,0.06,0.07,0.87,hard
user_0872,100,0.27,0.42,0.31,hard
user_0873,100,0.5,0.4,0.1,hard
user_0874,100,0.52,0.08,0.4,hard
user_0875,100,0.1,0.44,0.46,hard
user_0876,100,0.78,0.1,0.12,hard
user_0877,100,0.14,0.73,0.13,hard
user_0878,100,0.1,0.1,0.8,hard
user_0879,100,0.41,0.29,0.3,hard
user_0880,100,0.43,0.45,0.12,hard
user_0881,100,0.46,0.06,0.48,hard
user_0882,100,0.1,0.39,0.51,hard
user_0883,100,0.76,0.14,0.1,hard
user_0884,100,0.06,0.86,0.08,hard
user_0885,100,0.05,0.1,0.85,hard
user_0886,100,0.38,0.36,0.26,hard
user_0887,100,0.5,0.42,0.08,hard
user_0888,100,0.5,0.08,0.42,hard
user_0889,100,0.15,0.54,0.31,hard
user_0890,100,0.84,0.13,0.03,hard
user_0891,100,0.12,0.77,0.11,hard
user_0892,100,0.1,0.09,0.81,hard
user_0893,100,0.39,0.34,0.27,hard
user_0894,100,0.36,0.5,0.14,hard
user_0895,100,0.4,0.12,0.48,hard
user_0896,100,0.05,0.44,0.51,hard
user_0897,100,0.88,0.05,0.07,hard
user_0898,100,0.05,0.87,0.08,hard
user_0899,100,0.06,0.1,0.84,hard
user_0900,100,0.28,0.34,0.38,hard
user_0901,100,0.45,0.45,0.1,hard
user_0902,100,0.45,0.15,0.4,hard
user_0903,100,0.11,0.47,0.42,hard
user_0904,100,0.84,0.04,0.12,hard
user_0905,100,0.14,0.79,0.07,hard
user_0906,100,0.06,0.14,0.8,hard
user_0907,100,0.42,0.31,0.27,hard
user_0908,100,0.49,0.44,0.07,hard
user_0909,100,0.39,0.13,0.48,hard
user_0910,100,0.09,0.47,0.44,hard
user_0911,100,0.77,0.13,0.1,hard
user_0912,100,0.08,0.81,0.11,hard
user_0913,100,0.03,0.13,0.84,hard
user_0914,100,0.31,0.37,0.32,hard
user_0915,100,0.47,0.43,0.1,hard
user_0916,100,0.49,0.07,0.44,hard
user_0917,100,0.05,0.48,0.47,hard
user_0918,100,0.86,0.06,0.08,hard
user_0919,100,0.13,0.69,0.18,hard
user_0920,100,0.08,0.14,0.78,hard
user_0921,100,0.41,0.31,0.28,hard
user_0922,100,0.41,0.49,0.1,hard
user_0923,100,0.4,0.09,0.51,hard
user_0924,100,0.07,0.46,0.47,hard
user_0925,100,0.74,0.13,0.13,hard
user_0926,100,0.09,0.79,0.12,hard
user_0927,100,0.07,0.09,0.84,hard
user_0928,100,0.31,0.26,0.43,hard
user_0929,100,0.41,0.49,0.1,hard
user_0930,100,0.49,0.09,0.42,hard
user_0931,100,0.07,0.44,0.49,hard
user_0932,100,0.8,0.06,0.14,hard
user_0933,100,0.09,0.78,0.13,hard
user_0934,100,0.08,0.11,0.81,hard
user_0935,100,0.39,0.26,0.35,hard
user_0936,100,0.51,0.41,0.08,hard
user_0937,100,0.53,0.09,0.38,hard
user_0938,100,0.12,0.44,0.44,hard
user_0939,100,0.77,0.1,0.13,hard
user_0940,100,0.08,0.82,0.1,hard
user_0941,100,0.11,0.17,0.72,hard
user_0942,100,0.27,0.39,0.34,hard
user_0943,100,0.43,0.47,0.1,hard
user_0944,100,0.48,0.07,0.45,hard
user_0945,100,0.19,0.35,0.46,hard
user_0946,100,0.87,0.07,0.06,hard
user_0947,100,0.15,0.75,0.1,hard
user_0948,100,0.1,0.1,0.8,hard
user_0949,100,0.31,0.33,0.36,hard
user_0950,100,0.39,0.45,0.16,hard
user_0951,100,0.39,0.09,0.52,hard
user_0952,100,0.14,0.36,0.5,hard
user_0953,100,0.82,0.12,0.06,hard
user_0954,100,0.1,0.82,0.08,hard
user_0955,100,0.14,0.08,0.78,hard
user_0956,100,0.41,0.3,0.29,hard
user_0957,100,0.44,0.45,0.11,hard
user_0958,100,0.51,0.08,0.41,hard
user_0959,100,0.12,0.48,0.4,hard
user_0960,100,0.82,0.14,0.04,hard
user_0961,100,0.03,0.85,0.12,hard
user_0962,100,0.12,0.15,0.73,hard
user_0963,100,0.25,0.44,0.31,hard
user_0964,100,0.49,0.46,0.05,hard
user_0965,100,0.44,0.13,0.43,hard
user_0966,100,0.12,0.39,0.49,hard
user_0967,100,0.84,0.05,0.11,hard
user_0968,100,0.19,0.76,0.05,hard
user_0969,100,0.07,0.05,0.88,hard
user_0970,100,0.35,0.36,0.29,hard
user_0971,100,0.41,0.49,0.1,hard
user_0972,100,0.48,0.07,0.45,hard
user_0973,100,0.1,0.42,0.48,hard
user_0974,100,0.76,0.09,0.15,hard
user_0975,100,0.13,0.79,0.08,hard
user_0976,100,0.09,0.09,0.82,hard
user_0977,100,0.32,0.27,0.41,hard
user_0978,100,0.44,0.45,0.11,hard
user_0979,100,0.4,0.1,0.5,hard
user_0980,100,0.07,0.51,0.42,hard
user_0981,100,0.84,0.05,0.11,hard
user_0982,100,0.14,0.78,0.08,hard
user_0983,100,0.09,0.08,0.83,hard
user_0984,100,0.34,0.36,0.3,hard
user_0985,100,0.47,0.45,0.08,hard
user_0986,100,0.45,0.11,0.44,hard
user_0987,100,0.1,0.41,0.49,hard
user_0988,100,0.81,0.09,0.1,hard
user_0989,100,0.12,0.76,0.12,hard
user_0990,100,0.06,0.12,0.82,hard
user_0991,100,0.4,0.28,0.32,hard
user_0992,100,0.47,0.45,0.08,hard
user_0993,100,0.43,0.14,0.43,hard
user_0994,100,0.11,0.46,0.43,hard
user_0995,100,0.77,0.13,0.1,hard
user_0996,100,0.15,0.73,0.12,hard
user_0997,100,0.1,0.1,0.8,hard
user_0998,100,0.3,0.42,0.28,hard
user_0999,100,0.44,0.48,0.08,hard
user_1000,100,0.51,0.12,0.37,hard
